# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 9.735581131237910357e-01 nan -9.735581129036312564e-01
1.027160050068667285e+00 -2.644186484983096497e-02 3.781878336913081995e+01 -3.781881518868714664e+01 2.644188709719941244e-02 inf 9.471162260325711735e-01 -inf -1.383109028257218043e+00
1.055836625686649599e+00 -5.288372969999645401e-02 1.890939168444596064e+01 -1.890940759422395701e+01 5.288377419473289098e-02 4.273287736637830108e+02 8.963299720291670880e-01 -inf -1.697857319960063505e+00
1.086160391288674809e+00 -7.932559455053617148e-02 1.260626112287804190e+01 -1.260627172939658536e+01 7.932566129264007060e-02 1.514185868526059267e+02 8.469420648120399298e-01 -5.623691706597898701e+03 -1.559515650489065930e+00
1.118277465967702833e+00 -1.057674594014961361e-01 9.454695842088792546e+00 -9.454703796977602437e+00 1.057675483909669145e-01 7.618073802221995550e+01 7.989525043811764871e-01 -1.610212422937551310e+03 -1.428898513034422502e+00
1.152351778019586215e+00 -1.322093242529277513e-01 7.563756673610614989e+00 -7.563763037521577637e+00 1.322094354897647150e-01 4.483639364702858643e+01 7.523612907365542224e-01 -6.726746928088127788e+02 -1.305784058027734895e+00
1.188567863479184972e+00 -1.586511891048887068e-01 6.303130561287614064e+00 -6.303135864546670852e+00 1.586513225890910928e-01 2.889816646877437023e+01 7.071684238782507403e-01 -3.352360152116251584e+02 -1.189950435901239834e+00
1.227134209493590866e+00 -1.850930539574530131e-01 5.402683338195534368e+00 -5.402687883846079231e+00 1.850932096890198775e-01 1.976662931184684524e+01 6.633739038063077853e-01 -1.773667828891454405e+02 -9.972824741025078099e-01
1.268287270433696490e+00 -2.115349188106988298e-01 4.727347920872422726e+00 -4.727351898316576317e+00 2.115350967896291179e-01 1.475859172342209469e+01 6.276656564766708302e-01 -1.189199429701478579e+02 -9.897846818111590839e-01
1.298313492613642151e+00 -2.297698078349071082e-01 4.352178243323418627e+00 -4.352181905111372373e+00 2.297700011561056854e-01 1.130199302255433835e+01 5.929217397117814148e-01 -8.974250853266372019e+01 -1.016142571927366234e+00
1.329795908573842889e+00 -2.480046968595209511e-01 4.032178306679952584e+00 -4.032181699229822058e+00 2.480049055229871513e-01 9.238652240297481555e+00 5.651641107211927695e-01 -5.695522468126607407e+01 -8.500012773265711585e-01
1.362843083297792024e+00 -2.662395858845827412e-01 3.756012297379475839e+00 -3.756015457571771687e+00 2.662398098903158150e-01 7.626695686548448094e+00 5.380715052048932190e-01 -4.264144944289754591e+01 -7.896308995603770198e-01
1.397574648727092139e+00 -2.844744749101382197e-01 3.515250916440265883e+00 -3.515253874063347883e+00 2.844747142581373067e-01 6.348468518749413647e+00 5.116439231629135165e-01 -3.233622049199495052e+01 -7.321883282992327491e-01
1.434122750826603010e+00 -3.027093639362406496e-01 3.303495952779220701e+00 -3.303498732238190350e+00 3.027096186265048061e-01 5.321780640740723101e+00 4.858813645952479998e-01 -2.478823245646884743e+01 -6.776008037066059142e-01
1.472633729800758129e+00 -3.209442529629473739e-01 3.115803287953592626e+00 -3.115805909493723824e+00 3.209445229954754897e-01 4.487886569126439795e+00 4.607838295019181518e-01 -1.917729044622839041e+01 -6.257955659454900177e-01
1.513270078496579352e+00 -3.391791419903287808e-01 2.948292022804557266e+00 -2.948294503405854083e+00 3.391794273651196345e-01 3.803949349970777938e+00 4.363513178829420136e-01 -1.410568850525519125e+01 -5.367180398685218456e-01
1.556212734252898411e+00 -3.574140310184590330e-01 2.797873255793240421e+00 -2.797875609836800059e+00 3.574143317355111815e-01 3.308947166745212165e+00 4.159254700582029618e-01 -1.214236704390610555e+01 -5.345354919297111707e-01
1.588795639419235739e+00 -3.705921199886048067e-01 2.698382142239203141e+00 -2.698384412573987312e+00 3.705924317932849377e-01 2.886890268050992248e+00 3.959802250218825148e-01 -1.094861180167468007e+01 -5.462847156880776822e-01
1.622772118915517980e+00 -3.837702089592261445e-01 2.605723777631950178e+00 -2.605725970006821157e+00 3.837705318515333142e-01 2.580214302315850805e+00 3.795650955314104347e-01 -8.315673468179671346e+00 -4.677983935746543587e-01
1.658233531436449359e+00 -3.969482979303652348e-01 2.519217650877249692e+00 -2.519219770468509090e+00 3.969486319102983884e-01 2.309467431717123986e+00 3.634972906830196693e-01 -7.040471829307476170e+00 -4.384150765690868479e-01
1.695279399694888722e+00 -4.101263869020697062e-01 2.438270714999519306e+00 -2.438272766484495424e+00 4.101267319696275671e-01 2.069728834569003695e+00 3.477768104767063329e-01 -5.972177804949953206e+00 -4.102884871667750732e-01
1.734018343204507318e+00 -4.233044758743898517e-01 2.362363772710589505e+00 -2.362365760329775188e+00 4.233048320295711431e-01 1.856867060923618196e+00 3.324036549124843587e-01 -5.074224474591018108e+00 -3.833911628939200567e-01
1.774569141943667994e+00 -4.364825648473874553e-01 2.291040328223806988e+00 -2.291042255833613428e+00 4.364829320901906229e-01 1.667394883866234467e+00 3.173778239903876641e-01 -4.317164527144807806e+00 -3.576956412775447736e-01
1.817061952838604055e+00 -4.496606538211245785e-01 2.223897399370316830e+00 -2.223899270488097546e+00 4.496610321515479569e-01 1.498354135205234972e+00 3.026993177104140287e-01 -3.471337711494292932e+00 -3.123498230817747801e-01
1.861639705309598991e+00 -4.628387427956776601e-01 2.160577899316955097e+00 -2.160579717159621271e+00 4.628391322137193065e-01 1.365143553693024758e+00 2.901813489274086555e-01 -3.197527340868940193e+00 -3.117481301049109255e-01
1.896534600253050984e+00 -4.727221144475147185e-01 2.115405918339024360e+00 -2.115407698175346685e+00 4.727225121811045039e-01 1.244238172246303620e+00 2.779238684844733132e-01 -3.032996213388347240e+00 -3.175117595511206536e-01
1.932762635639775350e+00 -4.826054860998970630e-01 2.072084108934148183e+00 -2.072085852320801447e+00 4.826058921490335996e-01 1.149427975316516637e+00 2.675989821738425922e-01 -2.467673044378210889e+00 -2.769082729819117294e-01
1.970401697115176765e+00 -4.924888577528642175e-01 2.030501082186664696e+00 -2.030502790586604434e+00 4.924892721175460064e-01 1.061958328453161515e+00 2.574694582621944727e-01 -2.191347065870648425e+00 -2.613370240359371710e-01
2.009535857873877784e+00 -5.023722294064656424e-01 1.990554214777274122e+00 -1.990555889567110937e+00 5.023726520866910183e-01 9.811912000363810504e-01 2.475352967495326184e-01 -1.946106713140178579e+00 -2.463606661696584321e-01
2.050256005565469053e+00 -5.122556010607507426e-01 1.952148803373522368e+00 -1.952150445850186822e+00 5.122560320565178182e-01 9.065533227048812037e-01 2.377964976358630800e-01 -1.728278106392061586e+00 -2.319676143377510380e-01
2.092660546996351734e+00 -5.221389727157784710e-01 1.915197315057547200e+00 -1.915198926444321881e+00 5.221394120270852479e-01 8.375286197253629661e-01 2.282530609212251316e-01 -1.534658050721588340e+00 -2.181462834955893715e-01
2.136856202128703863e+00 -5.320223443716117773e-01 1.879618721302643403e+00 -1.879620302754635652e+00 5.320227919984559239e-01 7.736516338550408767e-01 2.189049866056058946e-01 -1.290273763209516478e+00 -1.932414976762290848e-01
2.182958900862662865e+00 -5.419057160283193841e-01 1.845337904832114573e+00 -1.845339457441229625e+00 5.419061719706983471e-01 7.210190228706531146e-01 2.108036717824010586e-01 -1.225059609457301413e+00 -1.931357216418924105e-01
2.219967067286785500e+00 -5.495424051711625957e-01 1.819694256935126653e+00 -1.819695787968421019e+00 5.495428675387915574e-01 6.718358698428229525e-01 2.028533096870177854e-01 -1.188088476943050642e+00 -1.961947675602311592e-01
2.258251688347163721e+00 -5.571790943146134323e-01 1.794753552019783704e+00 -1.794755062068689178e+00 5.571795631074906163e-01 6.315645296633957129e-01 1.960316208429175311e-01 -1.004442479198200067e+00 -1.736136156750174298e-01
2.297879962524679076e+00 -5.648157834587169690e-01 1.770487277300829554e+00 -1.770488766932787339e+00 5.648162586768402660e-01 5.935768481885634884e-01 1.893265702370582337e-01 -9.151888245587272985e-01 -1.647836900382085024e-01
2.338923889403106138e+00 -5.724524726035195021e-01 1.746868441469727529e+00 -1.746869911229468775e+00 5.724529542468865806e-01 5.577342328044424535e-01 1.827381578694150799e-01 -8.335533006166953029e-01 -1.562583187907888027e-01
2.381460706245175807e+00 -5.800891617490711027e-01 1.723871474545868976e+00 -1.723872924956611374e+00 5.800896498176795202e-01 5.239078433923453071e-01 1.762663837400096356e-01 -7.588785160368745064e-01 -1.480321575477868967e-01
2.425573373089779050e+00 -5.877258508954283922e-01 1.701472135535559094e+00 -1.701473567100123763e+00 5.877263453892753731e-01 4.919778012089387476e-01 1.699112478488751243e-01 -6.905672713387258632e-01 -1.400998619251815624e-01
2.471351112780479475e+00 -5.953625400426532099e-01 1.679647427197736631e+00 -1.679648840399595056e+00 5.953630409617356456e-01 4.618324706317318840e-01 1.636727501960151543e-01 -5.969341752245528321e-01 -1.255605773339940057e-01
2.518890013321950949e+00 -6.029992291908126134e-01 1.658375517286392986e+00 -1.658376912590647345e+00 6.029997365351270622e-01 4.362739095372208942e-01 1.581943566264550072e-01 -5.762080371127579204e-01 -1.256064022266448199e-01
2.557846999244370423e+00 -6.090456896401424958e-01 1.641911560401180470e+00 -1.641912941853105767e+00 6.090462020717257730e-01 4.119928456740453160e-01 1.528083130898814646e-01 -5.653758845858134485e-01 -1.273379680681445969e-01
