# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 5.804817809085032643e+00 nan -3.386362798800896190e+00
1.001714999004969187e+00 -8.355018838145580472e-05 1.004494432885129811e+02 -1.196885392327796035e+04 9.955256766608244767e-03 inf 5.799010200254624436e+00 -inf -5.062893317048336783e+00
1.003435890558827870e+00 -1.673778401256067441e-04 5.018879922717599840e+01 -5.974506537123203998e+03 1.992476439760137996e-02 2.318199497723839246e+06 5.787422261736633544e+00 -inf -6.717835210628965825e+00
1.005162705083068264e+00 -2.514848024415777101e-04 3.343521301871557228e+01 -3.976383424729251601e+03 2.990858767492354797e-02 8.663444298249215353e+05 5.775849078967270955e+00 -5.369042425792270899e+08 -6.681397609135561133e+00
1.006895473208953007e+00 -3.358729381817543696e-04 2.505839127575960745e+01 -2.977316378668351263e+03 3.990679166093780150e-02 4.607348953181675170e+05 5.764307414489480585e+00 -1.671051263935035765e+08 -6.654867274314888448e+00
1.008629156449278863e+00 -4.202972790794121723e-04 2.004398492655845487e+01 -2.379268317392692552e+03 4.989027898713849218e-02 2.870826361373662367e+05 5.752780305212271905e+00 -7.611817691658639908e+07 -6.628478967278756073e+00
1.010368820134957213e+00 -5.050049049104473340e-04 1.669778202333790418e+01 -1.980178786931446211e+03 5.988819345002438510e-02 1.963500595118978817e+05 5.741284407444399385e+00 -4.140697575124084204e+07 -6.592599368133501336e+00
1.012114495264316183e+00 -5.899977097184629093e-04 1.430602876878756113e+01 -1.694921833640987188e+03 6.990060038057299696e-02 1.427652963382574380e+05 5.729802862742525704e+00 -2.509336332551110536e+07 -6.542703096754058478e+00
1.013866213050285792e+00 -6.752776036515136015e-04 1.251132816495136879e+01 -1.480872450963239544e+03 7.992756538840950498e-02 1.085887083954893606e+05 5.718402003986713389e+00 -1.645902566822782531e+07 -6.531033726378254300e+00
1.015603635139369354e+00 -7.598549533317397421e-04 1.112930073707124379e+01 -1.316040641197764216e+03 8.985290483426700003e-02 8.533745357472007163e+04 5.707015172542502235e+00 -1.140519019558243081e+07 -6.519666344863197516e+00
1.017347022152171210e+00 -8.447165463875841787e-04 1.002078353136891309e+01 -1.183829065828629609e+03 9.979259574559362633e-02 6.888941855397170002e+04 5.695708290032257537e+00 -8.184621412144700065e+06 -6.470526778079425334e+00
1.019096404859709093e+00 -9.298642747795262536e-04 9.111891101728312847e+00 -1.075425766020641277e+03 1.097467022855797003e-01 5.675045573393678933e+04 5.684415112537378967e+00 -6.080118112517679110e+06 -6.421933486031067062e+00
1.020851814245014921e+00 -1.015300046478559079e-03 8.353151960107259910e+00 -9.849305173070508772e+02 1.197152888844559282e-01 4.757986866966390517e+04 5.673200748329647602e+00 -4.662602542923220433e+06 -6.410779650236184679e+00
1.022592912668507603e+00 -1.100034516835647581e-03 7.717056112998327499e+00 -9.090623836755538605e+02 1.295830930029958639e-01 4.044762953328195726e+04 5.661999771429841566e+00 -3.657091455154724885e+06 -6.399920557832063039e+00
1.024339960246833714e+00 -1.185054172523629986e-03 7.170248992104114372e+00 -8.438432800674856935e+02 1.394651707494678483e-01 3.482339973208028096e+04 5.650876891023887794e+00 -2.904061401769839693e+06 -6.352060669968152773e+00
1.026092987523653521e+00 -1.270360903261724206e-03 6.695161940097628772e+00 -7.871778779026045640e+02 1.493615851187937160e-01 3.028319724314753330e+04 5.639767083600524700e+00 -2.345987649251624942e+06 -6.304730745188545704e+00
1.027852025252072421e+00 -1.355956614684880211e-03 6.278551739089703432e+00 -7.374867227830859520e+02 1.592723993614784117e-01 2.658413860642143118e+04 5.628734266806258546e+00 -1.931704084319670917e+06 -6.294077041274702466e+00
1.029596737210555224e+00 -1.440852201773923586e-03 5.914245998254902048e+00 -6.940337105838040088e+02 1.690832610437690287e-01 2.351498966252574610e+04 5.617714213137823265e+00 -1.610402555081375875e+06 -6.283711066496389996e+00
1.031347382310296101e+00 -1.526033899441910481e-03 5.589455091815563215e+00 -6.552934376921197099e+02 1.789083163874531923e-01 2.095520666893629459e+04 5.606770452978142139e+00 -1.348529859763397835e+06 -6.237092005020468122e+00
1.033103990867579869e+00 -1.611503595009262588e-03 5.298079847326115477e+00 -6.205384853604699629e+02 1.887476272190743432e-01 1.878535338026363752e+04 5.595839149394016054e+00 -1.141008201913196361e+06 -6.190985210715981957e+00
1.034866593405583179e+00 -1.697263191616534559e-03 5.035214892933715269e+00 -5.891838136474073053e+02 1.986012556094424175e-01 1.693975794494981528e+04 5.584983069133832245e+00 -9.788796528097793926e+05 -6.180818645002251976e+00
1.036614853651099066e+00 -1.782323670726886512e-03 4.799483888312193969e+00 -5.610653196297220120e+02 2.083557364230811393e-01 1.534864123766958983e+04 5.574139143241596095e+00 -8.464179885836308822e+05 -6.170933057444083047e+00
1.038369030767486434e+00 -1.867671168027250752e-03 4.584541327772584829e+00 -5.354261591221443268e+02 2.181243288051791795e-01 1.397523195794750427e+04 5.563369762635636206e+00 -7.324463784096683376e+05 -6.125515326739586541e+00
