# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 1.897821383501313797e+00 nan -4.092857829108359269e+00
1.000820344544708806e+00 -4.144205000848913368e-04 6.423154521270117812e+02 -2.413008043268024721e+03 1.556867418787022395e-03 inf 1.894463829908936026e+00 -inf -6.127683627847216208e+00
1.001642036124794632e+00 -8.295330880461818102e-04 3.214629861945242624e+02 -1.205497423080883664e+03 3.110778045827267135e-03 9.788904817617210792e+05 1.887759505623076040e+00 -inf -8.146054140605352600e+00
1.002465078060805315e+00 -1.245339225595929345e-03 2.145126956230116662e+02 -8.029940593266644555e+02 4.661728748015070423e-03 3.664812115745798219e+05 1.881065741639945665e+00 -4.757418941650011539e+08 -8.119854705850142906e+00
1.003289473684210398e+00 -1.661840376675898737e-03 1.610379501302221001e+02 -6.017425103127251305e+02 6.209716400335185682e-03 1.951354167266982840e+05 1.874382552003659663e+00 -1.483031616941802502e+08 -8.093691350159344822e+00
1.004115226337448652e+00 -2.079038007445618841e-03 1.289534236622837398e+02 -4.809916877030238425e+02 7.754737885974249956e-03 1.217590048841700627e+05 1.867709950806797137e+00 -6.762860961648420990e+07 -8.067564042334970154e+00
1.004942339373970484e+00 -2.496933586274040825e-03 1.075640075365527792e+02 -4.004912287203497385e+02 9.296790096447238305e-03 8.335440824543255439e+04 1.861047952198142008e+00 -3.689315175743925571e+07 -8.041472748664601156e+00
1.005770816158285230e+00 -2.915528583730336767e-03 9.228608374787496871e+01 -3.429909778900291712e+02 1.083586993172225288e-02 6.067907837597450998e+04 1.854396570379573284e+00 -2.243173055280047655e+07 -8.015417438650965565e+00
1.006600660066006681e+00 -3.334824472575216928e-03 8.082784329513357591e+01 -2.998658574757850488e+02 1.237197430034864265e-02 4.615540531154296332e+04 1.847755819604319338e+00 -1.468444572822200693e+07 -7.989398082649260324e+00
1.007431874483897705e+00 -3.754822727749073785e-03 7.191605895683193239e+01 -2.663241576252725054e+02 1.390510011957490910e-02 3.628735754210680898e+04 1.841125714177756389e+00 -1.014588974506130069e+07 -7.963414648865291490e+00
