# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 2.723152470843274386e+01 nan -1.066572950989644220e+01
1.001967709072258295e+00 -1.117368976681323442e-05 1.866238538897906096e+01 -8.949595172850432573e+04 5.358371822020902009e-02 inf 2.721053765571386762e+01 -inf -1.585051612171197100e+01
1.003943177170007806e+00 -2.239513021007443069e-05 9.320014460128392741e+00 -4.465256467007058382e+04 1.072959708676486379e-01 1.517872902487103641e+07 2.716902331512876856e+01 -inf -2.109568203429973110e+01
1.005897116092026478e+00 -3.349797886175780523e-05 6.236674209116307210e+00 -2.985254734701701454e+04 1.603418691549214348e-01 5.683846870119472034e+06 2.712764413464149271e+01 -3.098054131093600273e+09 -2.094463967280940153e+01
1.007858675609487387e+00 -4.464789773129961188e-05 4.683528825438410870e+00 -2.239747111987688913e+04 2.135142191435948078e-01 3.048302909150775988e+06 2.708701461117442122e+01 -9.678457359788686037e+08 -2.079668317058557392e+01
1.009798126358603110e+00 -5.567591946136258197e-05 3.759277079448331893e+00 -1.796108640278442181e+04 2.660085912440240952e-01 1.908270717603489058e+06 2.704651606008229692e+01 -4.459718194607413411e+08 -2.064978235748623447e+01
1.011745055778202840e+00 -6.675030191828911245e-05 3.138463392103785221e+00 -1.498120564644228216e+04 3.186272627923426581e-01 1.315086874192602467e+06 2.700676170653199648e+01 -2.446214722687815130e+08 -2.050506073722733191e+01
1.013669457001729723e+00 -7.770037782549063889e-05 2.698613243083407109e+00 -1.286995028834900586e+04 3.705606954101398065e-01 9.612601160426080460e+05 2.696713419011109636e+01 -1.501960144640470743e+08 -2.036155528169020101e+01
1.015601192834729050e+00 -8.869608416356418543e-05 2.366212968532144245e+00 -1.127445489200969678e+04 4.226162282511449764e-01 7.359104570752439322e+05 2.692824475868176393e+01 -9.896139713756081462e+07 -2.022068725418811397e+01
1.017509885471297171e+00 -9.956451657358213875e-05 2.109808381532514598e+00 -1.004373881794484623e+04 4.739766932168616442e-01 5.812059490873489995e+05 2.688947808710589271e+01 -6.903352594882480800e+07 -2.008125434460345815e+01
1.019425765904125258e+00 -1.104778243403677692e-04 1.903105289693946656e+00 -9.051590271357357778e+03 5.254570019932096603e-01 4.718866928459042101e+05 2.685144253411569792e+01 -5.006101862176810205e+07 -1.994343580325166343e+01
1.021318274335114573e+00 -1.212619372044285149e-04 1.735395778737935712e+00 -8.246610791926881575e+03 5.762374279412207922e-01 3.905541232568517444e+05 2.681352572828653180e+01 -3.760423284300392121e+07 -1.980681634546821712e+01
1.023217822512736186e+00 -1.320901549127897264e-04 1.594551965909233981e+00 -7.570586927240966361e+03 6.271354094313177363e-01 3.292893131818471011e+05 2.677633396529732224e+01 -2.895225515959881619e+07 -1.967317582302858270e+01
1.025093401044066876e+00 -1.427857110259950354e-04 1.476403786636623972e+00 -7.003501910761530780e+03 6.773214814614414436e-01 2.812556915194481262e+05 2.673925699678710188e+01 -2.283637666404945403e+07 -1.954051431690733764e+01
1.026975868147466109e+00 -1.535245741052094874e-04 1.374338542523466211e+00 -6.513615203483358528e+03 7.276227574640150575e-01 2.434691675464677683e+05 2.670289982076829105e+01 -1.832061228254825994e+07 -1.940979164501067089e+01
1.028833959177763324e+00 -1.641283846577239246e-04 1.286661438516876643e+00 -6.092791335791287565e+03 7.772052305792976901e-01 2.127263762316631910e+05 2.666665354277600386e+01 -1.496112966775320098e+07 -1.927974737317796539e+01
1.030698786023893643e+00 -1.747746864935876610e-04 1.209335315983560255e+00 -5.721652374622850402e+03 8.269005186429154719e-01 1.877701104548390431e+05 2.663112290461968001e+01 -1.237072364180647209e+07 -1.915316906369375971e+01
1.032538527527217864e+00 -1.852818018346407347e-04 1.141732313919899600e+00 -5.397184127626707777e+03 8.758620456021856127e-01 1.668981849683779292e+05 2.659569931887089211e+01 -1.037025922582551464e+07 -1.902855557798929453e+01
