# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 1.020401467791557382e+00 nan -1.020289951132034689e+00
1.002473370432048094e+00 -2.314490560632291236e-03 3.962230718363037454e+02 -4.320605220903609620e+02 2.523830819254113678e-03 inf 1.017877912794311612e+00 -inf -1.522909064731736040e+00
1.004959006323709492e+00 -4.629323943589359718e-03 1.981114822343878643e+02 -2.160142630296568029e+02 5.047663006311209344e-03 5.780160194272547960e+04 1.012849352109118195e+00 -inf -2.015585137677653904e+00
1.007456999138506060e+00 -6.944502345711462028e-03 1.320742967846131819e+02 -1.439987993693377177e+02 7.571495925742466326e-03 2.156826038766100464e+04 1.007832984841871227e+00 -9.252685895273499191e+06 -1.997681674496456061e+00
1.009967441251616860e+00 -9.260027981348584528e-03 9.905571250070239842e+01 -1.079910343698945212e+02 1.009532892909037471e-02 1.146012672788183227e+04 1.002844093435729667e+00 -2.876726566482298076e+06 -1.985984971585755154e+00
1.012474996093201129e+00 -1.156177385234763433e-02 7.934137434974635994e+01 -8.649191834840711124e+01 1.260376453263689633e-02 7.132855237562427646e+03 9.978673183023837323e-01 -1.309670877551131183e+06 -1.974364923268854044e+00
1.014995033478991004e+00 -1.386386714682776196e-02 6.617170713866453013e+01 -7.212994681854070222e+01 1.511219890253812093e-02 4.875635603487489789e+03 9.929177916935030268e-01 -7.107045602573052747e+05 -1.956797352895689901e+00
1.017527646848236156e+00 -1.616631009118381715e-02 5.675165545581870674e+01 -6.185703443517039091e+01 1.762063136252478568e-02 3.541913304571517983e+03 9.879803046798247834e-01 -4.302704792588026612e+05 -1.937338456401642484e+00
1.020072930575117498e+00 -1.846910492950200322e-02 4.967941569337467911e+01 -5.414447553452519912e+01 2.012906122270197162e-02 2.690766386310261169e+03 9.830801863715269429e-01 -2.816708450701146503e+05 -1.927977319490893793e+00
1.022604637812030370e+00 -2.074859356740576394e-02 4.422485216117873108e+01 -4.819603780619198119e+01 2.261172058541816021e-02 2.111872969386265595e+03 9.781919812503693246e-01 -1.947382190770148009e+05 -1.918714115912297791e+00
1.025148943145976155e+00 -2.302843133290242636e-02 3.984956626746821939e+01 -4.342458179386391492e+01 2.509437601624198155e-02 1.702272738248706901e+03 9.733407693992721654e-01 -1.395101944220935111e+05 -1.899639277538317295e+00
1.027705940846101340e+00 -2.530862045373814817e-02 3.626206722905752855e+01 -3.951222872174755452e+01 2.757702680553963948e-02 1.400189191297009074e+03 9.685013456402227217e-01 -1.034233614138820267e+05 -1.880636355804598425e+00
1.030275726124434188e+00 -2.758916317523855966e-02 3.326716247466259091e+01 -3.624611568130148953e+01 3.005967222968397579e-02 1.172043609377103166e+03 9.636991549416638048e-01 -7.910632239873635990e+04 -1.871678778310686297e+00
1.032831136585657061e+00 -2.984604590986404682e-02 3.075392609337243144e+01 -3.350527580839451502e+01 3.251617360866010387e-02 9.947538047670841479e+02 9.589086255398079350e-01 -6.188103266610290302e+04 -1.862818127152791492e+00
1.035399255023020659e+00 -3.210327926391717823e-02 2.859375761342480970e+01 -3.114946581559848937e+01 3.497266828374101522e-02 8.549943502379514939e+02 9.541549524343857502e-01 -4.903369388973726745e+04 -1.844190485113549105e+00
1.037980176467368176e+00 -3.436086546426065508e-02 2.671714032333267497e+01 -2.910287580038162147e+01 3.742915551207692815e-02 7.422773593812123636e+02 9.494128151824861028e-01 -3.952278197160403943e+04 -1.825914275932967401e+00
