# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 9.891951769880993339e-01 nan -9.891939005383324490e-01
1.010924218031767685e+00 -1.080533575863583569e-02 9.253960690375733122e+01 -9.254686965194768788e+01 1.080618378939102175e-02 inf 9.783890071429238722e-01 -inf -1.445924465079594157e+00
1.022089749301168471e+00 -2.161067185217441233e-02 4.626980279243114325e+01 -4.627343410886980024e+01 2.161236788680631626e-02 2.743682415904278514e+03 9.572550680460649719e-01 -inf -1.873130574392037229e+00
1.033366395993473574e+00 -3.228653853123106265e-02 3.097023005781499805e+01 -3.097266060382072084e+01 3.228907238122569190e-02 1.008435546563524099e+03 9.363518774469054007e-01 -9.696679513899363519e+04 -1.803199378672408093e+00
1.044894647577513602e+00 -4.296240556642781649e-02 2.327433751003391293e+01 -2.327616405123812982e+01 4.296577720284777691e-02 5.323645165763310843e+02 9.161332896434719597e-01 -2.967793101976788967e+04 -1.753539419866606108e+00
1.056300869180554658e+00 -5.329592422019779202e-02 1.876168850320410186e+01 -1.876316087264747168e+01 5.330010674834628759e-02 3.277878333426155564e+02 8.961353746394850051e-01 -1.338475574283819878e+04 -1.694754765441131905e+00
1.067958863107286271e+00 -6.362944323743321973e-02 1.571476158193295980e+01 -1.571599481498684092e+01 6.363443662738643702e-02 2.236556253101483662e+02 8.770451004632283665e-01 -7.193137877076817858e+03 -1.642467315744253309e+00
1.079421589927277880e+00 -7.357224803536405178e-02 1.359101506503708023e+01 -1.359208161641776869e+01 7.357802159843840339e-02 1.614773011940449408e+02 8.581603464965420480e-01 -4.360863261077110110e+03 -1.592832740420236259e+00
1.091133052358573607e+00 -8.351505319941254779e-02 1.197294971990733004e+01 -1.197388927732891695e+01 8.352160690504761842e-02 1.225961547989613649e+02 8.401324930910831768e-01 -2.819609376215600605e+03 -1.539924265265178782e+00
1.102711265373721883e+00 -9.313712604255068583e-02 1.073601448416543569e+01 -1.073685696016794999e+01 9.314443469454158908e-02 9.580951393623317358e+01 8.222960101464122928e-01 -1.941942091038932176e+03 -1.491389444352981819e+00
1.114537830786986428e+00 -1.027591992582969210e-01 9.730725257341715562e+00 -9.731488832317449322e+00 1.027672628250922982e-01 7.714543043738648009e+01 8.052268535955279249e-01 -1.387142412444938373e+03 -1.444949549572287051e+00
1.126213329385431061e+00 -1.120601344969800045e-01 8.923079930020231032e+00 -8.923780115817635306e+00 1.120689277516908611e-01 6.320880416559553794e+01 7.883367133386740555e-01 -1.028499835251697732e+03 -1.399096794275792588e+00
1.138136034300645472e+00 -1.213610701136045994e-01 8.239228095427856502e+00 -8.239874607762706304e+00 1.213705930237474195e-01 5.287468201135212098e+01 7.722106827088998093e-01 -7.811492557522653897e+02 -1.356971838167983613e+00
1.149858203734668072e+00 -1.303175268064108716e-01 7.672962835876456111e+00 -7.673564903403351956e+00 1.303277523154813267e-01 4.473862816533321762e+01 7.562512847297389040e-01 -6.098296568885305078e+02 -1.317800810368421560e+00
1.161824349668850065e+00 -1.392739838792015905e-01 7.179528535940809419e+00 -7.180091874641452598e+00 1.392849119540353620e-01 3.842884477809261057e+01 7.409942015204170618e-01 -4.817402538165885062e+02 -1.275567633355177755e+00
1.173658349307804327e+00 -1.479519134214886400e-01 6.758422517003813468e+00 -6.758952803477290772e+00 1.479635221805171152e-01 3.327313999605880213e+01 7.258925893675047814e-01 -3.887201083185011043e+02 -1.237073346237417049e+00
1.185735904986078726e+00 -1.566298433500928622e-01 6.383978450664598014e+00 -6.384479347047799180e+00 1.566421327590628021e-01 2.913394240511565414e+01 7.114138537703919019e-01 -3.171153377216282365e+02 -1.199950837861723407e+00
1.197669016610287462e+00 -1.650320951358218158e-01 6.058952020398726823e+00 -6.059427405178353432e+00 1.650450435377753822e-01 2.565898912551020672e+01 6.970809690202710573e-01 -2.623722052177111550e+02 -1.163140651758686861e+00
1.209844756985836600e+00 -1.734343473133937719e-01 5.765418230991392612e+00 -5.765870575757476857e+00 1.734479546730203214e-01 2.280844974067175457e+01 6.833718679422398079e-01 -2.192619453014788746e+02 -1.129682767471436033e+00
1.221819216194418356e+00 -1.815343679594358939e-01 5.508166639405366993e+00 -5.508598791736512013e+00 1.815486105387608129e-01 2.036376938527470060e+01 6.697989047190825440e-01 -1.856195588041277631e+02 -1.098416078847858079e+00
1.234033079741858829e+00 -1.896343889990285414e-01 5.272891464721405796e+00 -5.273305149337248032e+00 1.896492667619956718e-01 1.831862394248706494e+01 6.568030253066634572e-01 -1.575886841895561759e+02 -1.064479601129353137e+00
1.246116954193973836e+00 -1.974919444680482417e-01 5.063100449675632220e+00 -5.063497666669577235e+00 1.975074383649775278e-01 1.653472082514217334e+01 6.439344582649701998e-01 -1.353578894485385149e+02 -1.033653449653904044e+00
1.258439823886056574e+00 -2.053495003368611127e-01 4.869364439307381609e+00 -4.869746448662264804e+00 2.053656103305013803e-01 1.501497856681798204e+01 6.315749100271932370e-01 -1.168317081849763071e+02 -1.003740297058006714e+00
1.270624622458995656e+00 -2.129691593444417996e-01 4.695147219321906817e+00 -4.695515552947589377e+00 2.129858667444349818e-01 1.367144807810893958e+01 6.193351240404381119e-01 -1.015724224455607896e+02 -9.739418875173059265e-01
1.283047685774299174e+00 -2.205888187575179571e-01 4.532965740113485076e+00 -4.533321342543880306e+00 2.206061235254260788e-01 1.251549842362338971e+01 6.076082825719930636e-01 -8.884898243131023321e+01 -9.471303944294031663e-01
1.295269175093793690e+00 -2.279422198221777163e-01 4.386732570362734229e+00 -4.387076693295870911e+00 2.279601010456197008e-01 1.148180465403226869e+01 5.959935191829056622e-01 -7.832545216382931130e+01 -9.219544794519131115e-01
1.307725731650025036e+00 -2.352956212937308555e-01 4.249639479849325774e+00 -4.249972840555549247e+00 2.353140789334571270e-01 1.058257932188743844e+01 5.848562476327477944e-01 -6.903843771076199687e+01 -8.944607540646724031e-01
