# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr
1.186079643840092901e+00 -1.338697524290280161e-01 6.338025174030391007e+00 -7.469947332054393208e+00 1.577778523344194328e-01 3.390636409659371253e+01 7.156593081896110986e-01
1.191611015216125002e+00 -1.372133460722341769e-01 6.183593051522301209e+00 -7.287920808181174159e+00 1.617182747421931355e-01 3.200409939849588170e+01 7.091796118970601359e-01
1.197024314960086766e+00 -1.404558891193799786e-01 6.040851015108529509e+00 -7.119672989646262273e+00 1.655395899516376446e-01 3.024218996027879314e+01 7.027297911791131613e-01
1.202487022680030382e+00 -1.436986725744265891e-01 5.904541192920856219e+00 -6.959006524448337672e+00 1.693611691961658394e-01 2.863221100429921506e+01 6.964079209070367371e-01
1.207999817907749129e+00 -1.469417007648045337e-01 5.774238239478823864e+00 -6.805420073370485490e+00 1.731830171403282437e-01 2.713442952415699594e+01 6.901150237742271765e-01
1.213563392693666865e+00 -1.501849781158083874e-01 5.649553499879220730e+00 -6.658455542929832660e+00 1.770051385514587183e-01 2.575894270406561049e+01 6.839457027179742798e-01
1.219008472965551038e+00 -1.533307558993249886e-01 5.533656434248987566e+00 -6.521848758487744036e+00 1.807123394598163513e-01 2.447434799001899464e+01 6.778044842249120183e-01
1.224502636011635781e+00 -1.564767765302444991e-01 5.422411061755108008e+00 -6.390724695218371387e+00 1.844198067264054552e-01 2.329112112500121867e+01 6.717842718104134470e-01
1.230046548495909331e+00 -1.596230443239846919e-01 5.315542708228290891e+00 -6.264759604323256958e+00 1.881275449921664400e-01 2.218211061092024394e+01 6.657913175473165746e-01
1.235640889210507298e+00 -1.627695636922871225e-01 5.212797904719814746e+00 -6.143654730748567161e+00 1.918355589988577359e-01 2.115621892269298598e+01 6.599144777997018041e-01
1.241117811098199741e+00 -1.658228068680078215e-01 5.116826579301902100e+00 -6.030533548958577406e+00 1.954336314709402833e-01 2.019161847442871860e+01 6.540640885147431804e-01
1.246643501563352574e+00 -1.688762953436265812e-01 5.024318388863883378e+00 -5.921494179897878851e+00 1.990319726187025351e-01 1.929716873576467151e+01 6.483274290485255831e-01
1.252218614899703653e+00 -1.719300334232034266e-01 4.935089092468472494e+00 -5.816319464898338509e+00 2.026305870599414138e-01 1.845365874804419093e+01 6.426164362918609374e-01
1.257843817157838551e+00 -1.749840255056457072e-01 4.848967288136135423e+00 -5.714807378046836916e+00 2.062294795113752688e-01 1.766866145785810360e+01 6.370148065879418509e-01
1.263352310552896096e+00 -1.779485461989265549e-01 4.768196145978818024e+00 -5.619601965627254891e+00 2.097229160430688077e-01 1.692640688234829227e+01 6.314380919496306310e-01
1.268909263013040301e+00 -1.809133146274061466e-01 4.690065828123074709e+00 -5.527509139167097629e+00 2.132166235287558109e-01 1.623428089809985408e+01 6.259685209171811371e-01
1.274515316816174249e+00 -1.838783350836317720e-01 4.614448807381081430e+00 -5.438378586281949367e+00 2.167106065626822620e-01 1.557820654287589157e+01 6.205231353189191168e-01
1.280171125640928498e+00 -1.868436119535446527e-01 4.541225635673304062e+00 -5.352069517092360229e+00 2.202048698361439572e-01 1.496455936984578017e+01 6.151810655335454570e-01
1.285710419777705171e+00 -1.897227633169901173e-01 4.472319478903863832e+00 -5.270848803362583546e+00 2.235976219313146052e-01 1.438156827806314908e+01 6.098624789701861948e-01
1.291297859235780221e+00 -1.926021647877282916e-01 4.405467857249882435e+00 -5.192049638186181149e+00 2.269906471691410799e-01 1.383538628729047382e+01 6.046451346520116399e-01
1.296934074444589635e+00 -1.954818206454669860e-01 4.340580146685322660e+00 -5.115565205491086509e+00 2.303839501186606409e-01 1.331538496559654838e+01 5.994505917307572096e-01
1.302619706888527240e+00 -1.983617352618331497e-01 4.277570974047943508e+00 -5.041294878168018911e+00 2.337775354440657649e-01 1.282683055725102861e+01 5.943528561544776379e-01
1.308190912687192231e+00 -2.011596593358937202e-01 4.218083628371402050e+00 -4.971175648742839570e+00 2.370744840794204444e-01 1.236080070060901015e+01 5.892772730150900307e-01
1.313809978429452352e+00 -2.039578359963515330e-01 4.160223379571967861e+00 -4.902974161864946723e+00 2.403717081420004842e-01 1.192235170380900655e+01 5.842965804721774736e-01
1.319477523493432614e+00 -2.067562695131089090e-01 4.103924295806924860e+00 -4.836612705166830395e+00 2.436692121786270260e-01 1.150335199549806653e+01 5.793374098738619526e-01
1.325194177991115163e+00 -2.095549642466620066e-01 4.049123958427984782e+00 -4.772017707120144614e+00 2.469670008295413721e-01 1.110827225956198383e+01 5.744704454533479110e-01
1.330795144026506671e+00 -2.122739563250399808e-01 3.997268255877703513e+00 -4.710893494955034733e+00 2.501708506877340366e-01 1.073008661061358104e+01 5.696243902016328020e-01
1.336443656260600799e+00 -2.149932032785422109e-01 3.946719631825697849e+00 -4.651309830964348357e+00 2.533749780288836462e-01 1.037307462430089977e+01 5.648687314750241439e-01
1.342140322698451405e+00 -2.177127093627218291e-01 3.897429213782310331e+00 -4.593209109964925041e+00 2.565793873725129570e-01 1.003078230550290861e+01 5.601333865822951674e-01
1.347885761756121958e+00 -2.204324789222947278e-01 3.849350534423563008e+00 -4.536536561622177111e+00 2.597840833297218044e-01 9.706920520126013585e+00 5.554844924613795420e-01
1.353517702173143489e+00 -2.230763671729729669e-01 3.803737126480931430e+00 -4.482769791676775917e+00 2.628993452355528060e-01 9.395959243603739353e+00 5.508553455038984747e-01
1.359196904519848648e+00 -2.257205127034529746e-01 3.759188111937068477e+00 -4.430257525215617775e+00 2.660148867848783905e-01 9.101447160471746400e+00 5.463109754611039648e-01
1.364923966219585116e+00 -2.283649197581850421e-01 3.715666602338576485e+00 -4.378956282159698787e+00 2.691307124731312506e-01 8.818270972679865594e+00 5.417858017119900893e-01
1.370699494807424257e+00 -2.310095926694671065e-01 3.673137393150288421e+00 -4.328824567172060434e+00 2.722468268855970930e-01 8.549572106078318967e+00 5.373425069806022636e-01
1.376361726361183813e+00 -2.335810983349185799e-01 3.632708376373280146e+00 -4.281168327097072179e+00 2.752767071818607025e-01 8.290883389135752068e+00 5.329178774909985039e-01
1.382070932260672347e+00 -2.361528636269483450e-01 3.593156011149032381e+00 -4.234545305280329686e+00 2.783068691972037101e-01 8.045208094486252293e+00 5.285735583622664935e-01
1.387827699495387979e+00 -2.387248927777474439e-01 3.554452033723318305e+00 -4.188922187226610916e+00 2.813373174014931477e-01 7.808392275038309016e+00 5.242473881055237372e-01
1.393632624875731585e+00 -2.412971901060398938e-01 3.516569381335889144e+00 -4.144267073978533666e+00 2.843680563527274385e-01 7.583102575982255011e+00 5.199986796127737954e-01
1.399324803879189449e+00 -2.437990643347489605e-01 3.480490847284368083e+00 -4.101738465357469110e+00 2.873157965004401460e-01 7.365689259625412433e+00 5.157676231004628686e-01
1.405063672064310598e+00 -2.463012005093221379e-01 3.445141728837853634e+00 -4.060069532475345966e+00 2.902638203907300651e-01 7.158702484006593814e+00 5.116125605489187933e-01
1.410849806237416182e+00 -2.488036028493252616e-01 3.410500075782652907e+00 -4.019234402347449553e+00 2.932121324672648521e-01 6.958731850367388283e+00 5.074746666793104044e-01
1.416683792745403681e+00 -2.513062756595596525e-01 3.376544808914430096e+00 -3.979208228586710749e+00 2.961607372601411381e-01 6.768047366416015009e+00 5.034099655126604844e-01
1.422405958182059615e+00 -2.537413001057781670e-01 3.344150383258677639e+00 -3.941021818612602257e+00 2.990296145191768673e-01 6.583638663628373244e+00 4.993619688787137578e-01
1.428174536188201227e+00 -2.561765888245142730e-01 3.312368497093031827e+00 -3.903557325782874621e+00 3.018987775296166909e-01 6.407678030501272382e+00 4.953857937797878086e-01
1.433990093742784078e+00 -2.586121460231833868e-01 3.281181892459901661e+00 -3.866794407677799583e+00 3.047682307091790221e-01 6.237340576532978353e+00 4.914258715998857663e-01
1.439853207097523402e+00 -2.610479759931864097e-01 3.250573952798873734e+00 -3.830713477840184122e+00 3.076379785603585715e-01 6.074569087764951192e+00 4.875351453634310106e-01
1.445605434433319569e+00 -2.634188028690909178e-01 3.221326547367649784e+00 -3.796236218175214283e+00 3.104311175211850182e-01 5.916855115681989297e+00 4.836602381944072881e-01
1.451403806524317330e+00 -2.657898963546423965e-01 3.192597829320788616e+00 -3.762370254532565017e+00 3.132245442304099070e-01 5.766059411775890986e+00 4.798532452347856192e-01
1.457248880871172991e+00 -2.681612606456399983e-01 3.164374078426326342e+00 -3.729099414256721090e+00 3.160182630801063874e-01 5.619819319878995856e+00 4.760616490579001603e-01
1.463141223991492934e+00 -2.705329000206589951e-01 3.136642053318022594e+00 -3.696408089085046367e+00 3.188122785455145269e-01 5.479830758573204896e+00 4.723361716138518296e-01
1.468921523351449876e+00 -2.728412229571680059e-01 3.110113496739932870e+00 -3.665135308959471594e+00 3.215316743418575873e-01 5.343958535630586759e+00 4.686256797279423347e-01
1.474747675266013358e+00 -2.751498146578570947e-01 3.084027160405732992e+00 -3.634383694728192449e+00 3.242513596632659034e-01 5.213828454436861826e+00 4.649800918893962631e-01
1.480620227499784836e+00 -2.774586793029116816e-01 3.058372037899857787e+00 -3.604140272390844224e+00 3.269713388717372382e-01 5.087422726976426723e+00 4.613490893500942769e-01
1.486539736577194848e+00 -2.797678211539974535e-01 3.033137484315552523e+00 -3.574392494015788291e+00 3.296916164107399627e-01 4.966183924418022144e+00 4.577799373570585750e-01
1.492350493093199004e+00 -2.820169932994216477e-01 3.008955683099022504e+00 -3.545885615971676952e+00 3.323412191202720356e-01 4.848326992632196131e+00 4.542249916533974141e-01
1.498206855377367974e+00 -2.842664365887381805e-01 2.985153814973289244e+00 -3.517826487010662362e+00 3.349911133503677974e-01 4.735236368467044876e+00 4.507307766639844782e-01
1.504109362450797738e+00 -2.865161551920936134e-01 2.961722958109915815e+00 -3.490204590137522711e+00 3.376413034385128409e-01 4.625220246180522743e+00 4.472503987856016328e-01
1.510058561862547499e+00 -2.887661533600026087e-01 2.938654467175897622e+00 -3.463009734223621017e+00 3.402917938021542410e-01 4.519550994951473832e+00 4.438292199888326239e-01
1.515897775088564270e+00 -2.909576537033648491e-01 2.916528838840215521e+00 -3.436926258071606455e+00 3.428733454244392576e-01 4.416684067555988413e+00 4.404215182814232854e-01
1.521782322675066856e+00 -2.931494273850920873e-01 2.894731438303727256e+00 -3.411229586631129518e+00 3.454551903391722689e-01 4.317841792539872436e+00 4.370719521329324286e-01
1.527712734628405178e+00 -2.953414785612792359e-01 2.873254980427460303e+00 -3.385911131993313727e+00 3.480373328548891365e-01 4.221556429504167873e+00 4.337355123999697137e-01
1.533689549249034334e+00 -2.975338114671923218e-01 2.852092393457715147e+00 -3.360962557730234224e+00 3.506197773584945887e-01 4.128938916171234652e+00 4.304551699450980262e-01
1.539557242513801549e+00 -2.996698343450582280e-01 2.831771298710214602e+00 -3.337005882442403593e+00 3.531358625096134851e-01 4.038660818343579706e+00 4.271876164359130756e-01
1.545470006248161221e+00 -3.018061327593400955e-01 2.811735397465021435e+00 -3.313385287625679076e+00 3.556522427044773726e-01 3.951790510293151648e+00 4.239751632971154316e-01
1.551428361741836515e+00 -3.039427108524843102e-01 2.791978694840078656e+00 -3.290093706130496454e+00 3.581689222228391367e-01 3.867062620097781345e+00 4.207751702897041812e-01
1.557432838354730009e+00 -3.060795728449486330e-01 2.772495362223932780e+00 -3.267124266755861317e+00 3.606859054212659954e-01 3.785448354739522792e+00 4.176282477331814125e-01
1.563329497417481839e+00 -3.081623670305534968e-01 2.753765154753128996e+00 -3.245042571667593023e+00 3.631391726610937454e-01 3.705801269540654808e+00 4.144934696707772703e-01
1.569270977334001893e+00 -3.102454389976341265e-01 2.735284100467556989e+00 -3.223254476297476856e+00 3.655927367212292722e-01 3.629056335950075152e+00 4.114108296105878915e-01
1.575257791082810277e+00 -3.123287928763480159e-01 2.717047229788776441e+00 -3.201754121964359712e+00 3.680466018537852380e-01 3.554119190398743022e+00 4.083400263809960351e-01
1.581290459500525936e+00 -3.144124328737619156e-01 2.699049703890075147e+00 -3.180535804070778294e+00 3.705007723861936109e-01 3.481847422613745024e+00 4.053196743103932298e-01
1.587215750816952431e+00 -3.164438465136372725e-01 2.681731574843512433e+00 -3.160118330684317911e+00 3.728933981986445323e-01 3.411240821638869658e+00 4.023108619680806908e-01
1.593185614754248691e+00 -3.184755401494211990e-01 2.664632148612165352e+00 -3.139958564889547166e+00 3.752863225495629562e-01 3.343125811232449784e+00 3.993516231433739683e-01
1.599200556153214325e+00 -3.205075178985784534e-01 2.647747279123225717e+00 -3.120051618622064371e+00 3.776795496627380899e-01 3.276545751311691568e+00 3.964036343787148420e-01
1.605261087507488638e+00 -3.225397839543865941e-01 2.631072923943366337e+00 -3.100392725944838723e+00 3.800730838357884167e-01 3.212259248514931276e+00 3.935035593282500965e-01
1.611214972179817240e+00 -3.245216826636370122e-01 2.615013079455025480e+00 -3.081458199625103145e+00 3.824072651324567085e-01 3.149390805645697178e+00 3.906144550589968345e-01
1.617213186975377415e+00 -3.265038635800582290e-01 2.599146073153999925e+00 -3.062750893772506977e+00 3.847417466562487176e-01 3.088672175867323677e+00 3.877724395486484288e-01
1.623256228839389248e+00 -3.284863308086281020e-01 2.583468424903834215e+00 -3.044266705218205971e+00 3.870765326025703557e-01 3.029264504590915230e+00 3.849411224493368699e-01
1.629344602172682288e+00 -3.304690885290709756e-01 2.567976737340060378e+00 -3.026001628324856529e+00 3.894116272391981992e-01 2.971839814117973155e+00 3.821552608444672705e-01
1.635327365601202843e+00 -3.324033551275916154e-01 2.553042124313585237e+00 -3.008393220387785227e+00 3.916895810204704675e-01 2.915629657853973544e+00 3.793798355006062772e-01
1.641354226971888819e+00 -3.343379061719701228e-01 2.538278272474453701e+00 -2.990986010080591395e+00 3.939678367199451747e-01 2.861282882093757696e+00 3.766490913112717220e-01
1.647425675646008836e+00 -3.362727457555605426e-01 2.523682243604679964e+00 -2.973776532954318874e+00 3.962463985052486759e-01 2.808061998041653684e+00 3.739285276310149175e-01
1.653542208252390289e+00 -3.382078780454353950e-01 2.509251166072648864e+00 -2.956761403013972167e+00 3.985252706149574609e-01 2.756577714904298482e+00 3.712518141571995445e-01
1.659550954755646845e+00 -3.400953055934394231e-01 2.495334159485426806e+00 -2.940352258773696104e+00 4.007479303718641805e-01 2.706138708252659786e+00 3.685850296734462517e-01
1.665603530456159165e+00 -3.419830195489447222e-01 2.481568808902422152e+00 -2.924121792125645936e+00 4.029708934173346080e-01 2.657335154353659856e+00 3.659613527205280992e-01
1.671700416659874122e+00 -3.438710239879922415e-01 2.467952624024998265e+00 -2.908067066549112401e+00 4.051941638851617178e-01 2.609502567252576455e+00 3.633473594242837001e-01
1.677842101745846914e+00 -3.457593230592063138e-01 2.454483168370881874e+00 -2.892185208925702078e+00 4.074177459785685018e-01 2.563174143754478163e+00 3.607743559774217457e-01
1.683880068671545382e+00 -3.476025939121720199e-01 2.441476168276241587e+00 -2.876848497432869411e+00 4.095882699957015260e-01 2.517749834782919915e+00 3.582108046756745656e-01
1.689961649611390726e+00 -3.494461534432496963e-01 2.428604498351377483e+00 -2.861671219289585455e+00 4.117590989717903049e-01 2.473745370160811419e+00 3.556875594599945289e-01
1.696087318833590318e+00 -3.512900057180975422e-01 2.415866033887368314e+00 -2.846650868862115935e+00 4.139302370135569120e-01 2.430583195387082007e+00 3.531735403852994670e-01
1.702257557507748764e+00 -3.531341548739964087e-01 2.403258694036154441e+00 -2.831784992184670280e+00 4.161016882957986329e-01 2.388746062673354764e+00 3.506988158943427081e-01
1.708323367736159559e+00 -3.549343976157305902e-01 2.391077999221709494e+00 -2.817422055223425037e+00 4.182214048749132163e-01 2.347694811042163376e+00 3.482330972434801719e-01
1.714432562273905392e+00 -3.567349311732246897e-01 2.379018420719344107e+00 -2.803201796670750756e+00 4.203414279144714882e-01 2.307896764431386138e+00 3.458060226767455947e-01
1.720585608235857267e+00 -3.585357595991683910e-01 2.367078138551918176e+00 -2.789122070049493196e+00 4.224617614912193897e-01 2.268832302757131103e+00 3.433877388803288078e-01
1.726782979466884083e+00 -3.603368870168818239e-01 2.355255368662394488e+00 -2.775180771190793649e+00 4.245824097485971782e-01 2.230935807737123522e+00 3.410068876198304455e-01
1.732876493477832680e+00 -3.620955622157777665e-01 2.343824866818225328e+00 -2.761701894054382489e+00 4.266530380136779321e-01 2.193725203702010518e+00 3.386346192481055617e-01
1.739013165668975347e+00 -3.638545303532088604e-01 2.332503102664651884e+00 -2.748351103473297474e+00 4.287239741964757878e-01 2.157621326855580168e+00 3.362991696628543914e-01
1.745193456180741398e+00 -3.656137954688544744e-01 2.321288510490465473e+00 -2.735126552644501885e+00 4.307952223434344807e-01 2.122159014632336582e+00 3.339720999706268234e-01
1.751417831718083296e+00 -3.673733616720508133e-01 2.310179554158896309e+00 -2.722026429593679353e+00 4.328667865663307079e-01 2.087732028384207350e+00 3.316808287996282356e-01
1.757538246199868537e+00 -3.690916810662975833e-01 2.299433348765428597e+00 -2.709353939137892464e+00 4.348897525283359489e-01 2.053906013830301358e+00 3.293977403562938222e-01
1.763701586859234283e+00 -3.708102954423707076e-01 2.288785036104536985e+00 -2.696796751036850459e+00 4.369130277529158501e-01 2.021062746029723023e+00 3.271498684433039039e-01
1.769908306886387672e+00 -3.725292088255752199e-01 2.278233264139527758e+00 -2.684353270318241780e+00 4.389366162545663697e-01 1.988782638345714338e+00 3.249099867000257991e-01
1.776158865873443515e+00 -3.742484253098830593e-01 2.267776705295618811e+00 -2.672021930812362722e+00 4.409605221117410823e-01 1.957417026894532341e+00 3.227038901546552263e-01
1.782307972766903115e+00 -3.759282674725732409e-01 2.257652125602297222e+00 -2.660081953195917670e+00 4.429380366708266514e-01 1.926580087400628027e+00 3.205056000119769766e-01
1.788499804301167950e+00 -3.776084068317006603e-01 2.247615977397323217e+00 -2.648246124577671612e+00 4.449158619872297660e-01 1.896612712415167046e+00 3.183405526115258843e-01
1.794734807311504143e+00 -3.792888474019687206e-01 2.237667087541048705e+00 -2.636513060823547416e+00 4.468940020469669427e-01 1.867141806560655759e+00 3.161831320412886170e-01
1.801013434885949893e+00 -3.809695932658612172e-01 2.227804303248626550e+00 -2.624881401760969180e+00 4.488724608987337827e-01 1.838487629145097779e+00 3.140580664560141955e-01
1.807190442042293732e+00 -3.826120382169985734e-01 2.218250102290210801e+00 -2.613613530457840728e+00 4.508057946070010980e-01 1.810300276992963031e+00 3.119404530847633694e-01
1.813409966072955459e+00 -3.842547825001456641e-01 2.208775977187814377e+00 -2.602439957919381097e+00 4.527394404538876982e-01 1.782890706198269282e+00 3.098546793804717314e-01
1.819672447464875775e+00 -3.858978301180155390e-01 2.199380906672687708e+00 -2.591359478995202803e+00 4.546734023952405668e-01 1.755920226674756002e+00 3.077761872384631170e-01
1.825978332810832994e+00 -3.875411851401938668e-01 2.190063886481210087e+00 -2.580370908548075715e+00 4.566076844482863661e-01 1.729684161139003251e+00 3.057289060284861248e-01
1.832181104066919364e+00 -3.891469327268515799e-01 2.181036211523138757e+00 -2.569723453793521184e+00 4.584976602940693535e-01 1.703861519169936001e+00 3.036887388879101479e-01
1.838426160066320314e+00 -3.907529815702175391e-01 2.172081179107384408e+00 -2.559161534690176154e+00 4.603879494093998659e-01 1.678739237273286333e+00 3.016792885713240335e-01
1.844713934675145550e+00 -3.923593356570453938e-01 2.163197897968042849e+00 -2.548684099297392258e+00 4.622785557157439440e-01 1.654006323973768122e+00 2.996767886484570931e-01
1.851044867715504694e+00 -3.939659990399960732e-01 2.154385491087431159e+00 -2.538290112438049029e+00 4.641694831946011623e-01 1.629928055140775767e+00 2.977037717242693171e-01
1.857275206800227174e+00 -3.955367429117019884e-01 2.145839428325635456e+00 -2.528210129452463928e+00 4.660180938050356714e-01 1.606217084774601567e+00 2.957375489063429619e-01
1.863547628299745407e+00 -3.971077901372009888e-01 2.137359462125716814e+00 -2.518207964780795116e+00 4.678670189643473476e-01 1.583131323149215453e+00 2.938003480513844967e-01
1.869862560023217046e+00 -3.986791446910099013e-01 2.128944811370854673e+00 -2.508282696289605429e+00 4.697162625629958121e-01 1.560392133673588422e+00 2.918697884938790121e-01
1.876220435598307867e+00 -4.002508106126719811e-01 2.120594706945651442e+00 -2.498433415960557014e+00 4.715658285502024594e-01 1.538241494110570873e+00 2.899673724856374202e-01
1.882478370356718278e+00 -4.017877088715575140e-01 2.112492614900544297e+00 -2.488876533352784914e+00 4.733744359371783172e-01 1.516418273549151152e+00 2.880714499165036857e-01
1.888778190176915617e+00 -4.033249125805869473e-01 2.104450799483526868e+00 -2.479390607442810701e+00 4.751833591193576067e-01 1.495157875745485088e+00 2.862032348224632372e-01
1.895120316983036846e+00 -4.048624257022499506e-01 2.096468573934128443e+00 -2.469974827289690644e+00 4.769926019560836172e-01 1.474206878553647515e+00 2.843413685646659639e-01
1.901505178385256123e+00 -4.064002522632145231e-01 2.088545261639882078e+00 -2.460628393882803966e+00 4.788021683642235127e-01 1.453786427498504397e+00 2.825063761349191904e-01
1.907790762782771044e+00 -4.079044199572519069e-01 2.080853287057912393e+00 -2.451554705155681635e+00 4.805720836829804332e-01 1.433658696102514618e+00 2.806775925974573926e-01
1.914118040049375802e+00 -4.094088951992965741e-01 2.073216400062614095e+00 -2.442545855075300754e+00 4.823423160118733843e-01 1.414038948546172625e+00 2.788752702561281271e-01
1.920487426394505981e+00 -4.109136819400637242e-01 2.065633995013959723e+00 -2.433601128292099514e+00 4.841128691790541616e-01 1.394696201957634329e+00 2.770790199107134866e-01
1.926899343585965818e+00 -4.124187841936128862e-01 2.058105474884398767e+00 -2.424719819576750979e+00 4.858837470689730820e-01 1.375835661971298141e+00 2.753086981417837142e-01
1.933210788481550813e+00 -4.138908605317068168e-01 2.050795239055973163e+00 -2.416095872992569671e+00 4.876157214312250021e-01 1.357237470063226148e+00 2.735443141069849315e-01
