# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr
1.329828286697914752e+00 -1.075125983458770779e-01 4.019700915616154724e+00 -9.301235533187616866e+00 2.487747275214171605e-01 2.124812188414945879e+01 5.677981065325510279e-01
1.343145695699724307e+00 -1.107485668478220553e-01 3.902249052206293367e+00 -9.029462217548015701e+00 2.562624749526455359e-01 1.963044291274453457e+01 5.566517933371113447e-01
1.356732534123692213e+00 -1.139848822582043286e-01 3.791454458322105925e+00 -8.773093239985538361e+00 2.637510250993615468e-01 1.816333103460780762e+01 5.456171423682285582e-01
1.370597061914097470e+00 -1.172215588295440619e-01 3.686766276942644804e+00 -8.530853965644107362e+00 2.712404109406355568e-01 1.682958614214626536e+01 5.346941658520184548e-01
1.384747880136539600e+00 -1.204586115538971991e-01 3.587692772255047124e+00 -8.301606560960289372e+00 2.787306671667566516e-01 1.574288409311289172e+01 5.250995186921543212e-01
1.395932925168795968e+00 -1.229710634252222656e-01 3.514391743827696590e+00 -8.131994407026430949e+00 2.845442605413279757e-01 1.474122349070002258e+01 5.155915663155772322e-01
1.407300131845462987e+00 -1.254837590540837655e-01 3.444019316066804670e+00 -7.969158778300528212e+00 2.903584179493036155e-01 1.393013058000137327e+01 5.073454993768505839e-01
1.418853986777111054e+00 -1.279967064781975805e-01 3.376403205439398203e+00 -7.812701025790345533e+00 2.961731579892461497e-01 1.317248457557135310e+01 4.991667210557658163e-01
1.430599125133246163e+00 -1.305099140693238846e-01 3.311384373550079641e+00 -7.662253148590863816e+00 3.019885000326666402e-01 1.246397700645447237e+01 4.910552382107394864e-01
1.442540336842424331e+00 -1.330233905500726177e-01 3.248815777882444689e+00 -7.517474903209449444e+00 3.078044642629115257e-01 1.180071536955018452e+01 4.830110579294214501e-01
1.454682573105493537e+00 -1.355371450116945597e-01 3.188561261293370919e+00 -7.378051233953001997e+00 3.136210717163300243e-01 1.117917635198295656e+01 4.750341875381648982e-01
1.467030953240547664e+00 -1.380511869329370256e-01 3.130494562605679931e+00 -7.243689983526063081e+00 3.194383443259029010e-01 1.059616504282917404e+01 4.671246346120108694e-01
1.479590771879527367e+00 -1.405655262000317651e-01 3.074498433166237721e+00 -7.114119848823744263e+00 3.252563049674939144e-01 1.004877927652034231e+01 4.592824069854904989e-01
1.492367506537658484e+00 -1.430801731278999456e-01 3.020463846359603632e+00 -6.989088551815602735e+00 3.310749775089161240e-01 9.534378385676030021e+00 4.515075127640859054e-01
1.505366825578513312e+00 -1.455951384826530970e-01 2.968289288861420072e+00 -6.868361199568107978e+00 3.368943868619965754e-01 9.050555753220002941e+00 4.437999603356015399e-01
1.518594596599011526e+00 -1.481104335054858889e-01 2.917880123935793435e+00 -6.751718810970604778e+00 3.427145590378628537e-01 8.595114646829113525e+00 4.361597583828099589e-01
1.532056895260397011e+00 -1.506260699380551349e-01 2.869148018373455677e+00 -6.638956990720459750e+00 3.485355212056673313e-01 8.166046896340503736e+00 4.285869158965588954e-01
1.545760014593154708e+00 -1.531420600494585171e-01 2.822010425768943787e+00 -6.529884733671739383e+00 3.543573017550135651e-01 7.761514039675879495e+00 4.210814421894276127e-01
1.559710474805787506e+00 -1.556584166649242762e-01 2.776390119777083942e+00 -6.424323344831617710e+00 3.601799303623404169e-01 7.379830617287296057e+00 4.136433469102671068e-01
1.573915033629550653e+00 -1.581751531963330182e-01 2.732214771796297459e+00 -6.322105462156637934e+00 3.660034380615506677e-01 7.019449340937747195e+00 4.062726400596414766e-01
1.588380697233687577e+00 -1.606922836747234351e-01 2.689416568219855197e+00 -6.223074170905555924e+00 3.718278573192205227e-01 6.712659579748276428e+00 3.997189744991704319e-01
1.600081409855258707e+00 -1.626952886061580339e-01 2.656306115604565310e+00 -6.146459486117841209e+00 3.764626351328501652e-01 6.421000612775446648e+00 3.932189477939148081e-01
1.611955786983497729e+00 -1.646985599083279628e-01 2.623996775381479019e+00 -6.071698505175788796e+00 3.810980293047879774e-01 6.174583162016111793e+00 3.874990187122038798e-01
1.624007723874765441e+00 -1.667021055771217009e-01 2.592459697004084962e+00 -5.998724470443884904e+00 3.857340583368090714e-01 5.938730665456292357e+00 3.818217734004129560e-01
1.636241233155924846e+00 -1.687059339107186418e-01 2.561667394273440035e+00 -5.927473781267307729e+00 3.903707414301643697e-01 5.712904316612402944e+00 3.761872177951431917e-01
1.648660449278624540e+00 -1.707100535234085947e-01 2.531593665428505613e+00 -5.857885809067918004e+00 3.950080985175544734e-01 5.496598099963146744e+00 3.705953580133634628e-01
1.661269633177946181e+00 -1.727144733601540805e-01 2.502213518777236523e+00 -5.789902725261147687e+00 3.996461502968270407e-01 5.289336461616676033e+00 3.650462003592163107e-01
1.674073177146501168e+00 -1.747192027119356950e-01 2.473503103424815386e+00 -5.723469340967215935e+00 4.042849182664856045e-01 5.090672169175613604e+00 3.595397513311660020e-01
1.687075609935675624e+00 -1.767242512319460168e-01 2.445439644695179382e+00 -5.658532957582181666e+00 4.089244247631589335e-01 4.900184343524546016e+00 3.540760176297873540e-01
1.700281602096429312e+00 -1.787296289526613680e-01 2.418001383878597643e+00 -5.595043227359139948e+00 4.135646930011053213e-01 4.717476647004829715e+00 3.486550061653930777e-01
1.713695971572954946e+00 -1.807353463038706698e-01 2.391167521969934651e+00 -5.532952023223493221e+00 4.182057471139295490e-01 4.542175614025061314e+00 3.432767240664569286e-01
1.727323689563187825e+00 -1.827414141317054430e-01 2.364918167092065815e+00 -5.472213317115296682e+00 4.228476121986127767e-01 4.373929111502074640e+00 3.379411786882859925e-01
1.741169886661223742e+00 -1.847478437187450029e-01 2.339234285324886642e+00 -5.412783066211978245e+00 4.274903143620409907e-01 4.212404917794035697e+00 3.326483776221494937e-01
1.755239859297509586e+00 -1.867546468052625752e-01 2.314097654684645011e+00 -5.354619106440466680e+00 4.321338807701594620e-01 4.057289409863809482e+00 3.273983287047140811e-01
1.769539076493853447e+00 -1.887618356116850804e-01 2.289490822019608629e+00 -5.297681052737633678e+00 4.367783396999507239e-01 3.908286349411906002e+00 3.221910400280786901e-01
1.784073186951329770e+00 -1.907694228623580124e-01 2.265397062607818146e+00 -5.241930205562920442e+00 4.414237205944141484e-01 3.765115759585556887e+00 3.170265199503008446e-01
1.798848026490347918e+00 -1.927774218106808324e-01 2.241800342260438672e+00 -5.187329463208927294e+00 4.460700541207367475e-01 3.640188219423384997e+00 3.123880316001207413e-01
1.811027239392266175e+00 -1.944083348793326504e-01 2.222993630750389027e+00 -5.143812381401703604e+00 4.498438439800847011e-01 3.519651934132927540e+00 3.077842921793321751e-01
1.823372496751645366e+00 -1.960395362052517465e-01 2.204496595806682446e+00 -5.101011864020166264e+00 4.536183008411832640e-01 3.415217238477909145e+00 3.036848650229727609e-01
1.835887217507883751e+00 -1.976710337293524633e-01 2.186301564074141002e+00 -5.058910155593062896e+00 4.573934430786000815e-01 3.314038646477101224e+00 2.996136622553257078e-01
1.848574915112644046e+00 -1.993028356678877566e-01 2.168401110667665499e+00 -5.017490075587132559e+00 4.611692897040129413e-01 3.215999304288588601e+00 2.955706890740517623e-01
1.861439200818431727e+00 -2.009349505239891309e-01 2.150788049075088804e+00 -4.976734995043146981e+00 4.649458603929074174e-01 3.120987331322989000e+00 2.915559508215336271e-01
1.874483787105446275e+00 -2.025673870997687920e-01 2.133455421542612473e+00 -4.936628814328727799e+00 4.687231755125877974e-01 3.028895573418117326e+00 2.875694529899284757e-01
1.887712491253504821e+00 -2.042001545090239845e-01 2.116396489915837176e+00 -4.897155941945225521e+00 4.725012561515669063e-01 2.939621370042698079e+00 2.836112012265486482e-01
1.901129239066338128e+00 -2.058332621905790139e-01 2.099604726910951680e+00 -4.858301274330043995e+00 4.762801241504406313e-01 2.853066334619836830e+00 2.796812013391515306e-01
1.914738068755790668e+00 -2.074667199222871017e-01 2.083073807792519272e+00 -4.820050176599794511e+00 4.800598021342905586e-01 2.769136147158210104e+00 2.757794593019415319e-01
1.928543134994104014e+00 -2.091005378357604916e-01 2.066797602435327619e+00 -4.782388464182034227e+00 4.838403135467596039e-01 2.687740358393118090e+00 2.719059812614803007e-01
1.942548713142713712e+00 -2.107347264318285007e-01 2.050770167749674133e+00 -4.745302385288142411e+00 4.876216826858309483e-01 2.608792204728646702e+00 2.680607735428202076e-01
1.956759203666721181e+00 -2.123692965968121127e-01 2.034985740450139247e+00 -4.708778604180822391e+00 4.914039347414786985e-01 2.532208433316325280e+00 2.642438426562759846e-01
1.971179136744489080e+00 -2.140042596196264912e-01 2.019438730149625272e+00 -4.672804185194308069e+00 4.951870958352410090e-01 2.457909136623998236e+00 2.604551953040147305e-01
1.985813177082630387e+00 -2.156396272097806377e-01 2.004123712761090914e+00 -4.637366577466628392e+00 4.989711930618769831e-01 2.385817595939864866e+00 2.566948383873268180e-01
2.000666128947020450e+00 -2.172754115163239019e-01 1.989035424190764845e+00 -4.602453600346167129e+00 5.027562545331981658e-01 2.315860133251230302e+00 2.529627790139659105e-01
2.015742941421347911e+00 -2.189116251477929709e-01 1.974168754307341178e+00 -4.568053429436988111e+00 5.065423094242320623e-01 2.253791099610222837e+00 2.495823159597728158e-01
2.028369743304918593e+00 -2.202635680477601499e-01 1.962051619158647453e+00 -4.540015440879302311e+00 5.096705867650987987e-01 2.193391175420305927e+00 2.462252440792713770e-01
2.041155733288126051e+00 -2.216158204662778131e-01 1.950079599141761433e+00 -4.512313236013604012e+00 5.127995803043652323e-01 2.140139728344408798e+00 2.432063988347911432e-01
2.054103940831963904e+00 -2.229683902820103203e-01 1.938250035355078005e+00 -4.484940662374610199e+00 5.159293082725546764e-01 2.088176967270690909e+00 2.402068820736832089e-01
2.067217472758509089e+00 -2.243212856259095833e-01 1.926560331314003838e+00 -4.457891711924540701e+00 5.190597894839625859e-01 2.037468246684337903e+00 2.372266983918774330e-01
2.080499515736196958e+00 -2.256745148909768961e-01 1.915007951049918500e+00 -4.431160516654257364e+00 5.221910433592413803e-01 1.987980018444899466e+00 2.342658525032357275e-01
2.093953338861501479e+00 -2.270280867424583349e-01 1.903590417274628965e+00 -4.404741344335973530e+00 5.253230899489924610e-01 1.939679791348200677e+00 2.313243492436258819e-01
2.107582296341435235e+00 -2.283820101285133075e-01 1.892305309607383412e+00 -4.378628594420759690e+00 5.284559499584560172e-01 1.892536092398096725e+00 2.284021935749249443e-01
2.121389830281518396e+00 -2.297362942913721284e-01 1.881150262861895461e+00 -4.352816794074820805e+00 5.315896447733239327e-01 1.846518429701975883e+00 2.254993905889776384e-01
2.135379473584012366e+00 -2.310909487790092642e-01 1.870122965390770942e+00 -4.327300594348648666e+00 5.347241964867509578e-01 1.801597256914535317e+00 2.226159455120548247e-01
2.149554852961638396e+00 -2.324459834573606165e-01 1.859221157484898246e+00 -4.302074766473380940e+00 5.378596279276273151e-01 1.757743939158046720e+00 2.197518637091185056e-01
2.163919692072109768e+00 -2.338014085231144290e-01 1.848442629825487682e+00 -4.277134198278949029e+00 5.409959626901758023e-01 1.714930720354933769e+00 2.169071506886288969e-01
2.178477814779199218e+00 -2.351572345171104583e-01 1.837785221986502515e+00 -4.252473890728793116e+00 5.441332251649504403e-01 1.673130691895512445e+00 2.140818121073378155e-01
2.193233148546326117e+00 -2.365134723383684467e-01 1.827246820985366282e+00 -4.228088954566394442e+00 5.472714405713056118e-01 1.632317762588922250e+00 2.112758537752725541e-01
2.208189727969026350e+00 -2.378701332587989103e-01 1.816825359879853830e+00 -4.203974607068538205e+00 5.504106349914279495e-01 1.592466629835619596e+00 2.084892816610046939e-01
2.223351698452896485e+00 -2.392272289386128126e-01 1.806518816409260264e+00 -4.180126168901142414e+00 5.535508354059975877e-01 1.553552751962199441e+00 2.057221018970241677e-01
2.238723320044163412e+00 -2.405847714424876049e-01 1.796325211677883171e+00 -4.156539061072917818e+00 5.566920697315914657e-01 1.518598560756963423e+00 2.031974682793317721e-01
2.251771195441292228e+00 -2.417229025156479305e-01 1.787867372108053354e+00 -4.136968361677127781e+00 5.593256052438116965e-01 1.484397882534134627e+00 2.006891011944207659e-01
2.264972055455103384e+00 -2.428613638058075563e-01 1.779486385722181874e+00 -4.117575493809719767e+00 5.619599048487031734e-01 1.453848258618446021e+00 1.984147234682065442e-01
2.278328606538658541e+00 -2.440001631250517389e-01 1.771181154090230470e+00 -4.098357915799807571e+00 5.645949866227271130e-01 1.423897901790764475e+00 1.961539845364817514e-01
2.291843619363567619e+00 -2.451393085178558140e-01 1.762950597955797116e+00 -4.079313130342621108e+00 5.672308691800751479e-01 1.394534231573991034e+00 1.939068884975840568e-01
2.305519930736105394e+00 -2.462788082694327974e-01 1.754793656762954290e+00 -4.060438683404641758e+00 5.698675716919830991e-01 1.365744976856722692e+00 1.916734395476892561e-01
2.319360445582293817e+00 -2.474186709144294005e-01 1.746709288194582266e+00 -4.041732163155356439e+00 5.725051139068544348e-01 1.337518167075514075e+00 1.894536419836927721e-01
2.333368139004921016e+00 -2.485589052459899473e-01 1.738696467721774663e+00 -4.023191198924598311e+00 5.751435161712306066e-01 1.309842123685158066e+00 1.872475002063357374e-01
2.347546058415600712e+00 -2.496995203252120876e-01 1.730754188163815543e+00 -4.004813460184410090e+00 5.777827994516747667e-01 1.282705451908115135e+00 1.850550187234678012e-01
2.361897325744977572e+00 -2.508405254910038296e-01 1.722881459258435610e+00 -3.986596655554623059e+00 5.804229853575770814e-01 1.256097032748870745e+00 1.828762021529595772e-01
2.376425139734541503e+00 -2.519819303703665914e-01 1.715077307241877458e+00 -3.968538531831175220e+00 5.830640961649491416e-01 1.230006015269863973e+00 1.807110552264899195e-01
2.391132778313503682e+00 -2.531237448891286990e-01 1.707340774438377284e+00 -3.950636873036199148e+00 5.857061548412594298e-01 1.204421809111211994e+00 1.785595827928382340e-01
2.406023601064547268e+00 -2.542659792831412635e-01 1.699670918858733781e+00 -3.932889499489181429e+00 5.883491850713449267e-01 1.179334077254404534e+00 1.764217898215324765e-01
2.421101051782234226e+00 -2.554086441099779337e-01 1.692066813807529435e+00 -3.915294266898046160e+00 5.909932112844740182e-01 1.154732729016114900e+00 1.742976814068641078e-01
2.436368661128215596e+00 -2.565517502611396328e-01 1.684527547498717581e+00 -3.897849065469703778e+00 5.936382586825943442e-01 1.130607913259235042e+00 1.721872627714342852e-01
2.451830049387590638e+00 -2.576953089748120762e-01 1.677052222679146665e+00 -3.880551819038906114e+00 5.962843532698502980e-01 1.106950011826924873e+00 1.700905392706087427e-01
2.467488929330836633e+00 -2.588393318491940542e-01 1.669639956259707070e+00 -3.863400484214755348e+00 5.989315218834241339e-01 1.085495807727834494e+00 1.681658890785333593e-01
2.480931555103730535e+00 -2.598102899785591502e-01 1.663400209272993591e+00 -3.848962256585468644e+00 6.011782338521289848e-01 1.064424936964651014e+00 1.662528695352323560e-01
2.494521451274415824e+00 -2.607815983403636850e-01 1.657204701125297941e+00 -3.834626393748965523e+00 6.034257562273183106e-01 1.045410995515116070e+00 1.645062546471010023e-01
2.508261051299256916e+00 -2.617532646720136524e-01 1.651052915399310761e+00 -3.820391700760776832e+00 6.056741069126472254e-01 1.026708911531652113e+00 1.627695123142171851e-01
2.522152842544577389e+00 -2.627252969257692916e-01 1.644944342340648680e+00 -3.806256998093872745e+00 6.079233043089258270e-01 1.008313420652670933e+00 1.610426462156531180e-01
2.536199367787868475e+00 -2.636977032759488249e-01 1.638878478709290931e+00 -3.792221121294867991e+00 6.101733673307836447e-01 9.902193621835025938e-01 1.593256601125153937e-01
2.550403226769399456e+00 -2.646704921264075305e-01 1.632854827633200445e+00 -3.778282920645330556e+00 6.124243154239777942e-01 9.724216767415041485e-01 1.576185578500476914e-01
2.564767077796326955e+00 -2.656436721183175198e-01 1.626872898463976425e+00 -3.764441260827777747e+00 6.146761685833952438e-01 9.549154039671597927e-01 1.559213433602583132e-01
2.579293639401250449e+00 -2.666172521382558225e-01 1.620932206634468464e+00 -3.750695020596208629e+00 6.169289473717681771e-01 9.376956802929402590e-01 1.542340206642562606e-01
2.593985692057493075e+00 -2.675912413266154921e-01 1.615032273518258510e+00 -3.737043092450936577e+00 6.191826729391328721e-01 9.207577367679403713e-01 1.525565938746488437e-01
2.608846079953298869e+00 -2.685656490863511103e-01 1.609172626290897190e+00 -3.723484382317535424e+00 6.214373670430717311e-01 9.040968969423486268e-01 1.508890671984008114e-01
2.623877712827437314e+00 -2.695404850920871120e-01 1.603352797792767515e+00 -3.710017809229493757e+00 6.236930520697849811e-01 8.877085748059830861e-01 1.492314449394848697e-01
2.639083567868560021e+00 -2.705157592995894866e-01 1.597572326393537967e+00 -3.696642305014565810e+00 6.259497510560063649e-01 8.715882727765120741e-01 1.475837315015641193e-01
2.654466691681031776e+00 -2.714914819556252246e-01 1.591830755858058666e+00 -3.683356813984492106e+00 6.282074877118208889e-01 8.557315797430198323e-01 1.459459313910376754e-01
2.670030202319870316e+00 -2.724676636082303260e-01 1.586127635213616882e+00 -3.670160292627816290e+00 6.304662864444208203e-01 8.401341691585587634e-01 1.443180492200683285e-01
2.685777291397770217e+00 -2.734443151174025810e-01 1.580462518618430678e+00 -3.657051709305613851e+00 6.327261723828510043e-01 8.247917971799857417e-01 1.427000897094885812e-01
2.701711226267056176e+00 -2.744214476662378832e-01 1.574834965231328487e+00 -3.644030043949914699e+00 6.349871714037726989e-01 8.107672849079713417e-01 1.412066710095320199e-01
2.715531423453960702e+00 -2.752600632518911183e-01 1.570037025741565451e+00 -3.632928032443623056e+00 6.369276543192836648e-01 7.969558040722661829e-01 1.397217746695103568e-01
2.729493737898014860e+00 -2.760990487736489363e-01 1.565266135297181727e+00 -3.621888610053916935e+00 6.388689932336265587e-01 7.843856122190652203e-01 1.383575666624855538e-01
2.743600373080690602e+00 -2.769384118988878485e-01 1.560522023976807393e+00 -3.610911152206314423e+00 6.408112058884098960e-01 7.719920059092898468e-01 1.370006742758768936e-01
2.757853578272472461e+00 -2.777781604946652494e-01 1.555804424309316980e+00 -3.599995039995972146e+00 6.427543104872834867e-01 7.597725341136096766e-01 1.356511008364195692e-01
2.772255649728407434e+00 -2.786183026339870139e-01 1.551113071215160621e+00 -3.589139660051952063e+00 6.446983257104448306e-01 7.477247854269125638e-01 1.343088497403590598e-01
2.786808931921413546e+00 -2.794588466023175677e-01 1.546447701947876396e+00 -3.578344404401857304e+00 6.466432707296980720e-01 7.358463873380742815e-01 1.329739244554070943e-01
2.801515818814537262e+00 -2.802998009043219385e-01 1.541808056035823826e+00 -3.567608670337022225e+00 6.485891652240562966e-01 7.241350055109176953e-01 1.316463285223470059e-01
2.816378755173778892e+00 -2.811411742708585515e-01 1.537193875224063699e+00 -3.556931860278048863e+00 6.505360293959266960e-01 7.125883430864276002e-01 1.303260655571326643e-01
2.831400237922936380e+00 -2.819829756662441400e-01 1.532604903416315612e+00 -3.546313381640467721e+00 6.524838839879143482e-01 7.012041399979097589e-01 1.290131392529246246e-01
2.846582817541952082e+00 -2.828252142957784487e-01 1.528040886617039407e+00 -3.535752646700730750e+00 6.544327503002358437e-01 6.899801722979351792e-01 1.277075533820393738e-01
2.861929099510621022e+00 -2.836678996135642561e-01 1.523501572873487309e+00 -3.525249072462137256e+00 6.563826502088164760e-01 6.789142515034930492e-01 1.264093117981745784e-01
2.877441745799121708e+00 -2.845110413306181085e-01 1.518986712217794022e+00 -3.514802080520814442e+00 6.583336061840538989e-01 6.680042239534892401e-01 1.251184184386759657e-01
2.893123476407373218e+00 -2.853546494232962472e-01 1.514496056608967578e+00 -3.504411096931509650e+00 6.602856413103180833e-01 6.572479701786219097e-01 1.238348773266304964e-01
2.908977070955002464e+00 -2.861987341420410558e-01 1.510029359874812460e+00 -3.494075552073188984e+00 6.622387793061877970e-01 6.466434042866529008e-01 1.225586925732962407e-01
2.925005370323799259e+00 -2.870433060204674591e-01 1.505586377653691743e+00 -3.483794880514285985e+00 6.641930445454757859e-01 6.361884733601562703e-01 1.212898683807081546e-01
2.941211278354847192e+00 -2.878883758848021501e-01 1.501166867336099386e+00 -3.473568520877507115e+00 6.661484620790714128e-01 6.265700138256008467e-01 1.201132731400630510e-01
2.955387902432212499e+00 -2.886204381425607202e-01 1.497359279806792287e+00 -3.464758096951060740e+00 6.678423899233003613e-01 6.170782841481173842e-01 1.189430597264782979e-01
2.969701850931017351e+00 -2.893528894333184942e-01 1.493568950587818911e+00 -3.455987607237806625e+00 6.695372179546403846e-01 6.083799099791926679e-01 1.178623814142469306e-01
2.984155128888957620e+00 -2.900857373490320357e-01 1.489795725209773547e+00 -3.447256694308955094e+00 6.712329637401752702e-01 5.997881683303498690e-01 1.167872328723360553e-01
2.998749780567962819e+00 -2.908189896677582098e-01 1.486039450063849188e+00 -3.438565002727074216e+00 6.729296452776095672e-01 5.913018217936935050e-01 1.157176171242692564e-01
3.013487890418155679e+00 -2.915526543591623332e-01 1.482299972372639552e+00 -3.429912178978500314e+00 6.746272810080085058e-01 5.829196497201918348e-01 1.146535372529670777e-01
3.028371584070230771e+00 -2.922867395902026821e-01 1.478577140160789005e+00 -3.421297871405451829e+00 6.763258898289569165e-01 5.746404479636921803e-01 1.135949964021849001e-01
3.043403029357537370e+00 -2.930212537310259990e-01 1.474870802225371369e+00 -3.412721730137477927e+00 6.780254911081984304e-01 5.664630286326222119e-01 1.125419977782435021e-01
3.058584437368603304e+00 -2.937562053610624502e-01 1.471180808106058890e+00 -3.404183407022422614e+00 6.797261046977367549e-01 5.583862198419506928e-01 1.114945446513533472e-01
3.073918063531463130e+00 -2.944916032753365775e-01 1.467507008055008777e+00 -3.395682555556751581e+00 6.814277509484407691e-01 5.504088654710884709e-01 1.104526403572810705e-01
3.089406208730625547e+00 -2.952274564909991295e-01 1.463849253006470841e+00 -3.387218830815242665e+00 6.831304507251605429e-01 5.425298249288372787e-01 1.094162882991372571e-01
3.105051220458125094e+00 -2.959637742540996430e-01 1.460207394546062520e+00 -3.378791889379847646e+00 6.848342254223906966e-01 5.347479729182585961e-01 1.083854919489077029e-01
3.120855493999573405e+00 -2.967005660465862893e-01 1.456581284879740590e+00 -3.370401389267944747e+00 6.865390969804769927e-01 5.270621992075380513e-01 1.073602548492941372e-01
3.136821473656769665e+00 -2.974378415935713393e-01 1.452970776802369857e+00 -3.362046989859589718e+00 6.882450879024237800e-01 5.194714084073195348e-01 1.063405806154631983e-01
3.152951654007895232e+00 -2.981756108708509823e-01 1.449375723665944582e+00 -3.353728351823955123e+00 6.899522212712887459e-01 5.119745197478079435e-01 1.053264729369902258e-01
3.169248581206876025e+00 -2.989138841126972590e-01 1.445795979347358928e+00 -3.345445137044813499e+00 6.916605207682249290e-01 5.045704668631851852e-01 1.043179355797427682e-01
3.185714854323261402e+00 -2.996526718199429840e-01 1.442231398215749305e+00 -3.337197008544898758e+00 6.933700106911733219e-01 4.977207511374109883e-01 1.033787648070939591e-01
3.200231821372128138e+00 -3.002981237722259777e-01 1.439131508589193365e+00 -3.330024135477093417e+00 6.948635298662302340e-01 4.909506028239873365e-01 1.024444655500921508e-01
