# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 2.143231202111276446e+01 nan -1.104090076855040792e+01
1.001570215436166311e+00 -2.227321314405026281e-05 2.971472629451939440e+01 -4.489697977263443317e+04 3.365334716828405348e-02 inf 2.141497542829680611e+01 -inf -1.645430731820293957e+01
1.003145369780514384e+00 -4.462427007810538604e-05 1.484604284733203805e+01 -2.240933013021189254e+04 6.735801656262285775e-02 9.534034731772251427e+06 2.138055714011479225e+01 -inf -2.190503849711157258e+01
1.004709948552488852e+00 -6.683305784255621335e-05 9.922348645444996507e+00 -1.496265519311980461e+04 1.007825904665288208e-01 3.569951987253493629e+06 2.134619945351310477e+01 -2.432649795720427036e+09 -2.179774942953375216e+01
1.006279415410887612e+00 -8.911911164526327737e-05 7.448346849448880924e+00 -1.122093770391785984e+04 1.342579796849809881e-01 1.909999269266321091e+06 2.131224199876319148e+01 -7.594390862905627489e+08 -2.169262558789751338e+01
1.007838005128224967e+00 -1.112585977428447615e-04 5.971985801787739412e+00 -8.988069419240113348e+03 1.674484891944394427e-01 1.194383559511271538e+06 2.127834369339790044e+01 -3.487262476832675338e+08 -2.158791873986904619e+01
1.009401430421465351e+00 -1.334747399834995414e-04 4.982826983379609054e+00 -7.492054302736400132e+03 2.006892880960013947e-01 8.212706894167093560e+05 2.124484419241018784e+01 -1.909279217247655988e+08 -2.148401477477055721e+01
1.010953870038925562e+00 -1.555427448086514630e-04 4.280005606650650662e+00 -6.429100895899702664e+03 2.336445537468716527e-01 5.994779477360846940e+05 2.121140240562021972e+01 -1.168419628836548030e+08 -2.138096260065392684e+01
1.012511092255342415e+00 -1.776867829259840329e-04 3.750240344468916742e+00 -5.627880608410548120e+03 2.666495765997667355e-01 4.579316968421274796e+05 2.117835662903938143e+01 -7.681445943457317352e+07 -2.127915015046213298e+01
1.014057154324688126e+00 -1.996801660026873576e-04 3.340381370203201250e+00 -5.008008657136942020e+03 2.993670150720449952e-01 3.611008428534278064e+05 2.114536715334390848e+01 -5.340849471198894829e+07 -2.117826908167319289e+01
1.015607945158829573e+00 -2.217489402673893312e-04 3.010835984280386235e+00 -4.509604414768250535e+03 3.321336682639017823e-01 2.925334449224260170e+05 2.111277064494296951e+01 -3.863561866841828078e+07 -2.107797574613406510e+01
