# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 9.853570670186229119e-01 nan -9.853566324727319747e-01
1.014860985023103401e+00 -1.464219056557135995e-02 6.829026024982408671e+01 -6.829579191185581521e+01 1.464337661537284951e-02 inf 9.707136968610300398e-01 -inf -1.412120574485097313e+00
1.030170330881580165e+00 -2.928438133134427662e-02 3.414512989775764851e+01 -3.414789572247711646e+01 2.928675342557918171e-02 1.489132093024618143e+03 9.427529220417204536e-01 -inf -1.830284668685569827e+00
1.045191230608446764e+00 -4.323380224951685336e-02 2.312817639647908408e+01 -2.313004982140277122e+01 4.323730426719829545e-02 5.464827867650343478e+02 9.152007133687078966e-01 -3.927312411330217583e+04 -1.752483414880459334e+00
1.060656650957952918e+00 -5.718322337190161198e-02 1.748623015540001902e+01 -1.748764656893012059e+01 5.718785530746228751e-02 2.918390609073751421e+02 8.893261517271400241e-01 -1.195168930025769623e+04 -1.676934185788492515e+00
1.075829361908240633e+00 -7.047888677933407398e-02 1.418749714691281838e+01 -1.418864635491407178e+01 7.048459567215481503e-02 1.803053607293975062e+02 8.638225836034071348e-01 -5.467127690254319532e+03 -1.607124897469953684e+00
1.091442464429878800e+00 -8.377455039480645460e-02 1.193583254802688742e+01 -1.193679936552657850e+01 8.378133623911387939e-02 1.235290876080046871e+02 8.398495044075420246e-01 -2.943001057484018474e+03 -1.538970795605986819e+00
1.106764864820094507e+00 -9.645794926481110476e-02 1.036637221834487299e+01 -1.036721190551799054e+01 9.646576246127336329e-02 8.926214294601162180e+01 8.162137480746800566e-01 -1.790413029954682997e+03 -1.476059309501115857e+00
1.122523603053202645e+00 -1.091413483466593809e-01 9.161688222219472877e+00 -9.162430326806642711e+00 1.091501888892857375e-01 6.788101203097791370e+01 7.939719003926901664e-01 -1.159961232190824830e+03 -1.414618668558169867e+00
1.137993404180762003e+00 -1.212505238328384916e-01 8.246719059871368884e+00 -8.247387049466652797e+00 1.212603452039504592e-01 5.303824794969207801e+01 7.720372733032762058e-01 -8.009307428162526321e+02 -1.357827567987518913e+00
1.153895550595441355e+00 -1.333596995346307545e-01 7.497909860452973696e+00 -7.498517194396653096e+00 1.333705017280091276e-01 4.275425478238015131e+01 7.513742051583801596e-01 -5.716376426720861446e+02 -1.302325352034630068e+00
1.169510780865621768e+00 -1.449299497018183003e-01 6.899326249685566737e+00 -6.899885096609910562e+00 1.449416890592142293e-01 3.502172903835067075e+01 7.309913946169581678e-01 -4.247671236726047823e+02 -1.250960355230579912e+00
1.185554438847387981e+00 -1.565002000883676803e-01 6.389250659129312560e+00 -6.389768188381554914e+00 1.565128766033220264e-01 2.930659988092836343e+01 7.117701910645197749e-01 -3.220245563832763764e+02 -1.200737249182477040e+00
