# r, g_tt, g_rr, gtt, grr, dgtt/dr, dgrr/dr, d2gtt/dr2, d2grr/dr2
1.000000000000000000e+00 -0.000000000000000000e+00 inf -inf 0.000000000000000000e+00 inf 1.076528251991855756e+00 nan -1.009268428370482251e+00
1.003888990532473269e+00 -2.162305038749393234e-03 2.388568399575451622e+02 -4.624694398244419062e+02 4.186608179936324170e-03 inf 1.072603216629198775e+00 -inf -1.502275203671185055e+00
1.007808347655051451e+00 -4.325945422705260862e-03 1.193992952961356480e+02 -2.311633417174835472e+02 8.375258811367247702e-03 3.918629946732474491e+04 1.064797964928027918e+00 -inf -1.979365795886484092e+00
1.011759740871069901e+00 -6.491657634692446673e-03 7.957116158207752221e+01 -1.540438600236466016e+02 1.256736712293060609e-02 1.457962308607072191e+04 1.057024122621018636e+00 -3.965305869772315957e+06 -1.952111066120719718e+00
1.015742241125354495e+00 -8.658745939697922583e-03 5.966026250250544649e+01 -1.154901653154275323e+02 1.676157559578295153e-02 7.725985119383835809e+03 1.049310123687226426e+00 -1.228289533464773092e+06 -1.932911873947646519e+00
1.019725352534120777e+00 -1.081061647120722807e-02 4.778798021738040092e+01 -9.250166284812520701e+01 2.092576408233093321e-02 4.795545652700405299e+03 1.041627297254251738e+00 -5.564588256565559423e+05 -1.908016689890958295e+00
1.023739825511127188e+00 -1.296388267901969933e-02 3.985321613488201820e+01 -7.713738428213065390e+01 2.509207780409816735e-02 3.275658703987554873e+03 1.034050599200360798e+00 -3.019156513132296968e+05 -1.887513311106362668e+00
1.027737396690214133e+00 -1.509275843202890523e-02 3.423412075506813323e+01 -6.625694067148538124e+01 2.921062314275901795e-02 2.376584122963123718e+03 1.026504457260453584e+00 -1.830916046402650536e+05 -1.865198847882788336e+00
1.031766310250699759e+00 -1.722303734367965078e-02 3.000182996275646730e+01 -5.806176808685668078e+01 3.333130016540242213e-02 1.806076733398612987e+03 1.019079609111561258e+00 -1.193600423452014657e+05 -1.843335144393629887e+00
1.035777108275071523e+00 -1.932867467933149092e-02 2.673530204595300219e+01 -5.173660463483916061e+01 3.740372928202517766e-02 1.416963807751338891e+03 1.011684574345297349e+00 -8.237938980591893778e+04 -1.821743668609500766e+00
